Date,Team,Score,Result,Home or Away,Unix Timestamp
"Mon, Mar 6 2023 6:00 PM",Cleveland,,,Away,1678147200.0
"Wed, Mar 8 2023 6:30 PM",Portland,,,Home,1678321800.0
"Sat, Mar 11 2023 6:30 PM",Atlanta,,,Away,1678581000.0
"Mon, Mar 13 2023 7:00 PM",Houston,,,Away,1678752000.0
"Wed, Mar 15 2023 7:00 PM",Minnesota,,,Away,1678924800.0
"Fri, Mar 17 2023 9:00 PM",Portland,,,Away,1679104800.0
"Sat, Mar 18 2023 8:00 PM",Utah,,,Away,1679187600.0
"Tue, Mar 21 2023 9:00 PM",Sacramento,,,Away,1679450400.0
"Fri, Mar 24 2023 6:00 PM",Indiana,,,Home,1679698800.0
"Sun, Mar 26 2023 5:00 PM",San Antonio,,,Home,1679868000.0
"Tue, Mar 28 2023 6:00 PM",Washington,,,Away,1680044400.0
"Thu, Mar 30 2023 6:30 PM",Milwaukee,,,Away,1680219000.0
"Fri, Mar 31 2023 6:30 PM",Utah,,,Home,1680305400.0
"Tue, Apr 4 2023 7:00 PM",Philadelphia,,,Away,1680652800.0
"Wed, Apr 5 2023 6:30 PM",Toronto,,,Home,1680737400.0
"Fri, Apr 7 2023 6:30 PM",Toronto,,,Home,1680910200.0
"Sun, Apr 9 2023 12:00 PM",Atlanta,,,Home,1681059600.0
