Date,Team,Score,Result,Home or Away,Unix Timestamp
"Fri, Mar 17 2023 7:00 PM",San Antonio,,,Away,1679097600.0
"Sat, Mar 18 2023 7:00 PM",Golden State,,,Home,1679184000.0
"Mon, Mar 20 2023 7:00 PM",Dallas,,,Home,1679356800.0
"Wed, Mar 22 2023 7:00 PM",Houston,,,Home,1679529600.0
"Fri, Mar 24 2023 7:00 PM",Houston,,,Home,1679702400.0
"Sun, Mar 26 2023 5:00 PM",Atlanta,,,Away,1679868000.0
"Tue, Mar 28 2023 7:00 PM",Orlando,,,Home,1680048000.0
"Wed, Mar 29 2023 7:00 PM",LA,,,Home,1680134400.0
"Fri, Mar 31 2023 7:00 PM",LA,,,Home,1680307200.0
"Sun, Apr 2 2023 2:30 PM",Chicago,,,Away,1680463800.0
"Tue, Apr 4 2023 7:00 PM",Portland,,,Home,1680652800.0
"Wed, Apr 5 2023 7:00 PM",New Orleans,,,Away,1680739200.0
"Fri, Apr 7 2023 7:00 PM",Milwaukee,,,Away,1680912000.0
"Sun, Apr 9 2023 2:30 PM",Oklahoma City,,,Away,1681068600.0
