Date,Team,Score,Result,Home or Away,Unix Timestamp
"Tue, Mar 14 2023 9:00 PM",Portland,,,Away,1678845600.0
"Sat, Mar 18 2023 12:00 PM",Denver,,,Home,1679158800.0
"Mon, Mar 20 2023 6:30 PM",Minnesota,,,Home,1679355000.0
"Wed, Mar 22 2023 6:30 PM",Miami,,,Away,1679527800.0
"Thu, Mar 23 2023 6:00 PM",Orlando,,,Away,1679612400.0
"Mon, Mar 27 2023 6:30 PM",Houston,,,Home,1679959800.0
"Wed, Mar 29 2023 6:30 PM",Miami,,,Home,1680132600.0
"Fri, Mar 31 2023 6:30 PM",Cleveland,,,Away,1680305400.0
"Sun, Apr 2 2023 5:00 PM",Washington,,,Home,1680472800.0
"Wed, Apr 5 2023 6:00 PM",Indiana,,,Away,1680735600.0
"Fri, Apr 7 2023 7:00 PM",New Orleans,,,Away,1680912000.0
"Sun, Apr 9 2023 12:00 PM",Indiana,,,Home,1681059600.0
