Date,Team,Score,Result,Home or Away,Unix Timestamp
"Tue, Jan 10 2023 9:30 PM",LA,,,Away,1673407800.0
"Thu, Jan 12 2023 9:00 PM",Los Angeles,,,Away,1673578800.0
"Sat, Jan 14 2023 9:00 PM",Portland,,,Away,1673751600.0
"Sun, Jan 15 2023 8:00 PM",Portland,,,Away,1673834400.0
"Wed, Jan 18 2023 6:30 PM",Atlanta,,,Home,1674088200.0
"Fri, Jan 20 2023 6:30 PM",Miami,,,Home,1674261000.0
"Sun, Jan 22 2023 6:30 PM",LA,,,Home,1674433800.0
"Tue, Jan 24 2023 7:30 PM",Washington,,,Home,1674610200.0
"Thu, Jan 26 2023 9:00 PM",Phoenix,,,Away,1674788400.0
"Sat, Jan 28 2023 8:00 PM",Utah,,,Away,1674957600.0
"Mon, Jan 30 2023 7:30 PM",Detroit,,,Home,1675128600.0
"Thu, Feb 2 2023 7:30 PM",New Orleans,,,Home,1675387800.0
"Sat, Feb 4 2023 7:30 PM",Golden State,,,Away,1675560600.0
"Mon, Feb 6 2023 8:00 PM",Utah,,,Away,1675735200.0
"Wed, Feb 8 2023 9:00 PM",LA,,,Away,1675911600.0
"Fri, Feb 10 2023 9:00 PM",Sacramento,,,Away,1676084400.0
"Sat, Feb 11 2023 9:00 PM",Sacramento,,,Away,1676170800.0
"Mon, Feb 13 2023 7:30 PM",Minnesota,,,Home,1676338200.0
"Wed, Feb 15 2023 8:00 PM",Denver,,,Away,1676512800.0
"Thu, Feb 23 2023 7:30 PM",San Antonio,,,Home,1677202200.0
"Sun, Feb 26 2023 2:30 PM",Los Angeles,,,Home,1677443400.0
"Tue, Feb 28 2023 7:30 PM",Indiana,,,Home,1677634200.0
"Thu, Mar 2 2023 6:30 PM",Philadelphia,,,Home,1677803400.0
"Sun, Mar 5 2023 12:00 PM",Phoenix,,,Home,1678039200.0
"Tue, Mar 7 2023 7:30 PM",Utah,,,Home,1678239000.0
"Wed, Mar 8 2023 6:30 PM",New Orleans,,,Away,1678321800.0
"Sat, Mar 11 2023 7:00 PM",Memphis,,,Away,1678582800.0
"Mon, Mar 13 2023 6:30 PM",Memphis,,,Home,1678750200.0
"Wed, Mar 15 2023 7:30 PM",San Antonio,,,Away,1678926600.0
"Fri, Mar 17 2023 9:30 PM",Los Angeles,,,Away,1679106600.0
"Mon, Mar 20 2023 7:00 PM",Memphis,,,Away,1679356800.0
"Wed, Mar 22 2023 6:30 PM",Golden State,,,Home,1679527800.0
"Fri, Mar 24 2023 7:30 PM",Charlotte,,,Home,1679704200.0
"Sun, Mar 26 2023 12:00 PM",Charlotte,,,Away,1679850000.0
"Mon, Mar 27 2023 6:00 PM",Indiana,,,Away,1679958000.0
"Wed, Mar 29 2023 6:30 PM",Philadelphia,,,Away,1680132600.0
"Sat, Apr 1 2023 6:30 PM",Miami,,,Away,1680391800.0
"Sun, Apr 2 2023 5:00 PM",Atlanta,,,Away,1680472800.0
"Wed, Apr 5 2023 7:30 PM",Sacramento,,,Home,1680741000.0
"Fri, Apr 7 2023 7:30 PM",Chicago,,,Home,1680913800.0
"Sun, Apr 9 2023 2:30 PM",San Antonio,,,Home,1681068600.0
